22,21,22,17,30,27,10,26,15,7,19,23,27,20,3,22,10,9,18,9,19,2,26,19,25,8,21,21
13,23,7,15,13,11,25,14,26,9,1,30,28,28,22,4,30,25,29,10,28,13,7,22,28,8,20,20
25,4,23,23,7,20,13,23,1,5,10,17,26,19,26,2,9,18,12,22,11,23,19,30,9,11,23,1
17,15,18,6,22,5,19,23,17,8,24,9,15,30,3,26,16,13,14,9,18,6,14,10,27,28,10,3
15,23,14,26,27,13,6,17,17,5,26,22,1,3,15,1,25,3,7,12,20,24,15,27,27,14,13,12
1,9,9,24,26,16,9,24,25,28,12,2,24,17,9,11,17,23,9,16,21,14,15,24,22,28,14,22
9,17,30,14,30,25,16,9,26,2,26,15,25,22,7,27,21,5,18,3,15,4,10,5,6,28,21,18
24,15,3,28,3,18,15,8,29,29,2,29,1,1,16,16,27,24,21,30,8,19,4,17,11,11,7,6
8,25,8,3,5,29,15,12,30,29,13,7,7,30,29,23,3,20,2,15,19,25,8,12,7,22,10,6
12,16,18,22,11,10,1,4,21,30,25,3,17,4,16,29,12,14,24,9,20,11,14,21,9,23,18,13
18,27,26,13,19,9,30,14,12,21,27,27,29,25,2,4,25,30,28,15,10,10,30,23,29,2,16,2
3,27,13,19,23,18,17,25,5,12,14,8,5,2,18,22,18,27,10,25,9,11,27,10,25,3,4,9
27,3,15,18,23,29,12,15,8,8,5,12,9,8,30,14,16,21,11,8,22,9,6,3,23,21,23,22
1,4,25,20,15,8,28,2,27,27,15,6,20,3,14,10,22,28,17,1,12,14,24,4,23,26,17,18
28,13,25,2,7,20,15,4,14,16,28,2,11,28,17,20,6,5,18,19,25,26,11,25,5,22,11,18
11,21,27,19,21,10,5,15,2,14,30,1,19,11,27,6,1,15,21,14,27,4,29,19,9,29,24,2
2,1,28,15,9,28,24,23,19,9,11,1,24,3,19,23,6,18,1,15,30,5,24,20,1,28,21,7
23,9,11,23,17,3,13,2,17,15,22,22,17,4,18,23,5,20,20,25,16,6,13,22,28,9,3,28
7,8,15,12,8,18,1,11,29,19,15,22,20,17,7,21,26,10,29,26,18,2,16,11,8,26,21,17
26,20,25,8,30,16,26,9,1,11,14,29,3,7,24,16,6,29,6,30,29,23,26,19,10,8,10,5
22,4,5,12,27,14,15,10,24,7,23,5,22,28,21,16,26,30,23,11,8,30,6,9,21,22,18,4
24,7,28,22,6,21,17,28,6,3,2,20,23,15,23,29,7,1,8,2,2,10,23,11,15,29,28,23
28,26,22,6,26,11,16,18,9,1,30,1,11,23,10,24,28,4,19,24,8,7,3,21,14,17,3,15
14,18,8,7,24,25,30,11,12,27,24,12,30,5,21,6,1,7,21,9,30,30,13,11,11,5,15,21
23,2,22,9,9,2,4,22,24,23,8,17,23,30,13,2,11,7,25,3,17,27,20,8,27,24,15,14
6,27,27,20,10,10,18,10,6,15,4,28,2,30,13,9,30,4,16,1,18,11,1,5,10,13,5,27
12,15,13,16,17,20,16,27,27,19,7,14,12,3,27,27,4,27,2,18,14,11,8,23,8,14,27,25
27,22,10,28,5,22,29,21,3,18,12,12,14,17,13,11,28,2,20,16,15,5,2,14,12,17,13,1
7,20,9,3,24,21,1,5,10,10,10,20,5,6,25,16,16,20,5,28,29,28,26,6,25,11,11,23
21,26,17,19,10,28,15,13,10,9,18,23,16,8,2,19,23,30,12,10,11,17,29,22,13,15,2,9
25,3,9,13,11,8,14,14,24,21,11,7,21,12,6,7,3,12,12,22,26,7,13,26,30,2,13,5
28,25,6,25,26,6,18,8,30,5,12,8,24,18,26,3,20,5,19,29,11,22,20,1,3,11,14,18
21,14,14,10,26,10,17,29,15,16,12,16,25,29,8,28,1,4,28,9,12,11,7,25,14,14,24,6
6,6,23,15,23,30,18,17,22,2,13,15,2,27,18,4,24,3,5,13,15,22,1,29,14,6,7,10
8,19,27,13,16,12,24,10,24,27,24,25,11,21,7,29,22,13,7,15,23,3,2,11,10,11,22,14
5,24,2,18,23,8,10,3,6,1,29,21,4,9,11,27,10,10,2,24,16,2,7,1,29,23,17,5
18,17,3,5,21,11,5,30,26,6,2,4,12,4,24,22,15,17,11,15,23,5,2,30,10,28,28,4
17,2,20,1,21,5,15,19,28,25,1,24,4,11,2,4,9,29,12,12,9,16,17,12,13,2,13,13
16,3,26,23,13,2,13,24,17,2,13,8,20,5,25,20,17,17,12,12,4,28,22,11,16,16,25,2
16,8,19,19,22,3,4,25,29,8,12,3,29,8,17,8,16,5,23,4,22,27,25,26,21,2,10,18
12,15,7,27,7,12,9,9,14,24,16,17,1,30,21,10,6,9,14,26,11,15,25,12,24,21,11,19
14,23,29,21,23,17,14,15,1,15,26,17,29,8,25,22,19,6,4,23,6,16,20,12,18,14,7,28
20,26,4,16,1,21,26,21,26,25,25,15,16,7,9,22,14,27,28,3,21,4,23,18,18,19,13,28
4,17,3,10,10,17,25,5,12,10,17,9,13,4,27,25,12,19,7,30,7,29,29,22,17,5,7,17
4,16,29,13,8,28,17,10,22,15,6,30,12,5,10,4,11,19,21,17,8,29,7,30,12,14,22,6
18,12,24,6,10,8,1,27,12,4,1,15,18,17,3,27,14,8,18,3,19,25,12,28,14,21,10,6
10,29,2,25,7,12,22,11,22,30,20,4,4,14,22,8,19,7,30,21,26,10,16,5,26,20,17,23
1,27,22,20,29,25,18,13,3,7,9,7,26,22,5,14,18,14,29,6,4,5,9,8,22,20,10,30
14,27,30,17,25,29,10,26,9,1,6,9,27,10,5,12,28,23,26,5,5,3,17,12,22,12,20,27
18,14,28,10,15,18,30,6,8,22,12,27,12,10,5,18,9,20,10,24,30,27,10,29,24,6,25,12
10,18,26,14,9,14,8,26,3,27,24,9,11,30,5,7,12,29,23,26,28,30,4,2,2,27,28,21
4,29,16,10,24,18,26,20,26,28,18,29,3,10,15,13,26,1,14,1,23,4,18,25,14,30,15,11
15,25,12,13,17,18,23,4,11,15,16,23,4,16,12,14,12,24,23,18,16,22,6,2,13,27,29,1
12,21,26,24,4,16,6,2,17,6,13,16,18,11,2,12,16,22,27,7,23,4,14,21,7,27,26,23
19,11,30,20,19,23,23,20,20,22,19,19,10,11,28,7,12,8,1,5,20,25,16,22,1,22,8,9
8,6,18,8,20,13,13,6,6,23,27,25,19,12,22,25,4,9,28,12,7,8,9,29,26,21,4,25
26,9,20,27,15,14,13,15,4,11,29,28,29,22,2,19,12,6,17,9,4,22,18,22,25,27,3,30
27,19,13,30,10,18,11,27,4,30,11,5,29,7,21,23,11,1,14,15,7,20,18,20,4,25,22,4
21,28,3,19,12,13,19,16,28,29,18,11,12,5,16,12,26,13,10,27,1,25,12,25,13,18,24,7
2,23,27,15,27,7,6,6,28,23,23,17,19,6,26,12,13,4,4,2,5,6,25,22,16,26,4,27
16,8,6,24,20,13,15,6,3,3,14,5,30,10,15,3,20,24,8,26,30,1,12,9,15,23,2,26
29,5,29,2,4,10,20,20,17,30,27,7,22,20,9,10,20,30,2,25,22,23,2,23,18,8,27,16
26,27,9,27,11,19,7,28,4,13,1,21,20,25,16,21,27,2,5,10,22,3,20,16,22,8,4,7
4,7,15,26,13,5,25,21,21,1,27,3,14,11,6,8,29,12,5,28,7,12,27,17,4,17,24,24
8,23,6,4,16,1,25,28,28,5,8,16,1,26,30,26,5,3,27,11,27,12,18,10,3,6,30,22
10,28,23,27,12,1,13,28,26,24,17,13,17,9,11,24,4,20,28,12,13,2,12,1,20,13,28,27
6,26,1,10,1,3,19,1,13,11,4,30,13,2,1,12,16,14,25,19,2,24,7,13,9,19,10,9
17,22,8,29,4,16,23,30,23,8,13,14,20,11,12,23,16,29,29,11,1,1,16,6,18,10,26,12
20,18,2,12,24,11,14,21,4,6,27,28,10,1,19,9,2,12,29,22,13,14,28,10,21,29,8,17
7,2,11,25,21,11,11,5,6,1,20,10,27,22,20,11,3,2,2,30,12,8,4,7,11,5,30,6
21,22,22,26,3,28,14,2,25,3,7,29,21,15,3,1,22,19,25,22,24,17,8,20,28,8,6,30
28,5,14,17,12,5,14,14,10,25,8,29,8,18,17,1,25,3,10,27,5,3,16,23,10,8,13,5
15,2,28,25,23,15,5,21,19,21,18,16,1,19,22,27,12,27,15,7,1,8,25,25,29,9,26,25
19,22,8,4,23,10,30,8,27,13,7,23,14,26,12,5,16,24,27,16,12,20,11,14,24,7,4,7
8,4,27,15,20,10,3,28,14,14,24,22,19,14,30,29,21,22,23,5,27,20,10,5,12,10,14,29
11,24,11,17,6,24,1,24,17,22,4,5,24,14,22,2,30,5,27,28,21,12,23,2,14,30,11,18
24,22,3,10,26,4,17,20,4,8,16,26,14,6,13,29,19,19,12,13,29,9,5,7,13,16,9,29
2,9,3,7,13,14,30,25,20,24,9,21,28,3,29,23,20,1,15,15,29,25,14,26,19,29,19,16
18,26,28,11,26,19,18,25,5,10,13,30,7,19,10,25,10,22,16,26,11,13,18,12,1,24,30,7
26,8,19,15,25,15,8,24,27,28,25,9,15,4,18,10,19,16,9,11,15,19,16,28,14,23,6,5
8,16,11,3,19,11,29,27,22,29,5,22,12,17,29,13,27,7,12,7,25,9,24,16,15,20,23,8
23,22,2,3,9,3,16,11,18,23,21,4,6,21,19,20,11,17,29,29,20,4,1,7,12,30,11,30
22,25,18,30,19,22,5,1,28,3,14,10,1,19,25,4,17,8,2,4,21,5,5,28,21,24,18,20
21,25,21,10,22,16,19,23,6,22,16,14,17,18,23,8,4,20,28,2,9,28,21,4,28,8,10,18
21,20,9,25,4,16,10,4,13,5,18,15,30,2,29,25,23,18,17,3,12,28,25,2,27,17,11,24
4,18,12,14,7,2,3,16,13,21,10,2,8,19,26,30,2,13,3,8,29,26,11,11,21,8,6,23
26,8,29,18,5,17,1,25,23,4,9,28,29,13,13,3,8,16,25,24,2,26,30,14,15,4,25,8
7,2,24,30,26,10,21,6,23,23,27,22,19,1,7,28,5,5,9,16,14,9,3,5,13,13,22,1
8,15,3,2,22,23,18,21,11,10,3,19,23,7,11,15,20,3,5,1,19,2,10,11,25,9,24,29
30,19,17,13,19,21,28,8,20,25,30,26,14,17,17,25,2,20,24,7,28,18,15,10,9,21,12,7
6,23,7,13,30,19,22,23,23,20,1,3,10,3,26,26,3,9,18,3,15,15,9,6,16,17,1,12
4,7,5,28,9,22,3,28,18,18,27,25,25,25,3,12,20,22,28,26,23,20,7,1,4,10,22,22
15,2,28,13,19,10,19,16,16,3,24,19,1,28,8,16,12,24,8,21,13,27,16,25,20,6,20,14
30,4,25,29,30,12,13,16,20,14,7,15,7,17,26,17,28,9,25,25,12,22,19,10,3,2,9,18
17,3,24,13,21,5,16,13,8,26,19,20,16,23,26,28,18,23,14,26,2,29,27,11,11,25,2,9
16,15,27,29,3,26,30,18,21,24,24,2,1,14,10,3,20,6,10,20,26,22,23,10,18,14,17,18
7,13,2,26,3,8,27,23,29,20,18,20,23,9,7,24,29,12,26,18,20,25,22,6,16,12,14,24
23,18,12,19,10,13,11,9,22,29,30,24,17,17,4,30,19,20,28,17,15,29,11,7,18,29,28,12
22,27,11,21,24,3,1,12,9,29,11,10,28,29,3,1,13,3,1,4,21,22,18,26,15,28,10,24
7,6,1,11,16,30,18,25,19,9,30,14,16,23,21,20,9,18,19,16,27,10,24,16,29,24,22,1
10,15,7,26,24,7,5,4,28,1,25,29,12,8,13,4,3,17,18,29,1,28,17,27,10,24,28,28
12,15,12,22,8,17,16,4,3,4,21,10,18,18,23,9,24,20,5,20,27,21,14,12,7,24,1,12
28,10,17,30,10,8,23,13,19,4,22,25,22,9,2,29,27,9,11,14,6,9,4,20,20,8,1,22
2,1,16,15,17,4,7,23,18,22,30,10,25,10,20,20,29,11,28,19,20,16,16,28,13,18,7,19
6,28,10,2,8,2,12,19,18,8,8,19,3,9,12,5,9,1,19,26,19,14,22,10,11,13,2,16
15,18,2,30,28,18,18,21,12,29,3,24,28,2,3,22,3,10,16,12,5,11,20,13,29,11,1,23
6,1,22,26,30,26,4,30,7,8,21,15,21,22,24,11,29,26,29,18,12,1,7,1,27,21,12,5
29,19,2,17,18,25,15,11,8,8,24,2,28,3,15,26,19,2,21,14,17,9,15,4,13,14,11,5
25,21,29,9,15,30,2,18,7,5,27,27,7,14,4,21,2,27,20,10,16,11,13,25,1,28,18,21
5,28,4,5,15,10,16,17,9,15,18,28,2,28,20,15,5,25,8,4,6,24,2,17,24,2,20,14
9,5,9,17,13,11,13,9,1,23,12,27,28,17,13,17,9,22,8,18,22,29,21,7,21,14,15,11
27,18,11,13,21,3,9,5,7,1,16,21,15,11,14,13,13,11,7,20,12,16,8,2,24,2,22,11
15,2,26,29,27,2,13,13,12,30,7,25,8,8,10,9,6,18,3,11,15,8,25,11,8,26,30,12
11,10,20,19,11,29,21,6,5,18,24,14,29,1,2,13,5,12,12,4,6,29,27,6,29,11,26,7
8,16,21,1,2,2,3,3,11,18,15,10,18,5,5,19,24,20,13,14,7,12,7,27,15,27,6,12
13,14,21,30,3,14,29,20,27,24,12,28,29,29,3,17,28,2,16,1,25,8,13,9,29,12,30,26
10,25,17,6,26,22,20,27,28,15,7,4,7,15,22,1,9,15,16,8,9,20,30,13,11,6,17,6
1,12,1,21,15,3,11,2,7,6,3,8,10,6,20,13,26,13,24,10,16,12,1,15,26,22,17,20
26,5,25,20,5,15,27,16,14,16,20,4,5,21,24,3,12,9,29,4,1,17,18,29,12,8,20,20
12,17,25,23,17,21,7,3,12,14,3,26,10,4,29,10,23,21,5,26,18,28,4,18,24,14,20,9
17,26,8,27,25,7,5,28,21,28,18,15,14,22,22,29,6,4,24,27,19,9,7,22,3,24,2,14
14,8,29,4,2,28,16,16,6,6,1,3,30,1,19,25,3,21,12,27,6,5,12,20,20,24,21,9
20,16,25,1,6,21,15,14,29,15,13,17,6,6,23,1,4,21,27,18,21,12,20,12,13,6,9,9
27,10,14,9,8,8,27,21,12,1,28,9,16,6,27,19,8,26,21,30,13,12,17,30,27,3,19,8
27,13,19,1,13,7,17,20,1,5,10,29,10,3,19,4,24,18,3,15,15,1,4,17,15,9,27,16
24,15,13,5,20,19,24,29,12,27,27,10,19,8,18,4,17,23,21,11,23,14,6,9,30,4,23,27
9,3,16,5,11,1,26,17,23,5,9,21,9,21,22,27,22,24,27,8,13,1,30,23,18,17,24,11
9,4,5,17,26,28,20,10,11,23,29,19,12,2,12,13,14,30,2,2,22,9,18,7,8,16,14,9
3,24,17,25,7,16,9,19,30,23,26,11,1,13,17,29,25,8,26,12,20,18,10,19,15,22,19,30
17,29,10,11,15,12,7,18,7,5,12,26,24,23,13,21,5,22,1,10,23,19,13,30,20,3,20,15
15,29,10,16,28,9,2,2,14,15,27,20,6,29,23,20,26,1,19,27,6,19,14,24,21,10,8,29
17,10,21,13,22,23,4,9,26,27,29,15,22,12,7,20,26,12,4,24,26,23,4,20,15,23,10,26
15,17,25,19,2,4,16,5,24,15,28,14,26,14,25,30,2,4,6,25,12,24,29,10,6,14,3,24
6,2,29,30,13,8,24,9,3,11,14,19,26,3,27,12,14,21,29,12,28,5,18,11,18,16,14,22
19,15,13,18,1,22,29,23,16,29,1,18,21,16,28,22,21,18,29,10,28,17,27,16,16,21,27,2
14,18,13,28,25,3,21,18,28,26,18,5,5,4,26,15,20,11,22,12,8,27,21,30,17,5,24,2
18,28,3,10,26,28,9,29,17,4,24,18,26,10,24,25,30,25,6,24,22,13,26,5,29,15,25,18
28,13,11,20,9,19,30,1,23,8,9,7,25,27,28,17,17,5,17,28,3,26,1,23,29,30,10,6
3,28,11,12,3,21,1,5,23,4,9,7,10,24,2,23,16,29,30,25,15,9,19,25,28,27,16,3
13,19,21,9,10,25,28,25,27,28,4,4,27,24,25,13,26,10,19,9,24,9,7,1,1,15,22,25
10,17,14,7,6,29,23,5,14,30,28,16,26,7,26,19,25,26,29,21,15,6,30,19,8,7,9,5
12,21,9,25,3,4,16,11,14,28,29,29,2,20,30,26,13,4,13,17,13,19,7,6,17,1,11,5
17,26,30,29,20,19,24,23,22,4,13,23,22,15,5,28,27,1,20,25,6,4,7,5,24,23,22,24
15,3,9,3,24,11,24,19,29,30,9,14,26,7,5,9,21,21,25,28,14,9,9,16,11,16,29,14
20,25,5,27,27,30,9,20,26,10,29,12,21,17,30,28,22,7,29,29,30,28,14,4,28,24,11,6
24,23,22,9,12,11,29,4,25,12,17,26,29,16,14,11,23,14,8,27,10,12,24,5,17,1,14,22
11,2,30,4,20,3,26,3,19,21,30,11,18,26,3,11,21,3,1,15,15,3,11,15,17,14,27,13
29,18,23,12,27,7,23,23,13,14,7,26,20,11,23,2,14,27,9,14,9,14,15,14,30,30,8,8
21,15,17,7,7,14,5,1,28,19,14,11,3,10,28,8,27,5,25,4,11,10,2,20,5,13,4,16
4,10,12,28,30,15,2,29,27,1,19,7,7,22,4,25,13,29,11,29,16,8,17,26,5,4,28,12
14,28,2,25,11,19,28,19,8,17,12,19,9,30,11,27,16,19,28,19,6,7,8,7,2,5,30,26
23,16,23,26,18,20,15,30,29,25,26,18,24,15,18,26,17,23,21,17,27,20,10,16,7,9,7,7
20,25,24,6,20,2,27,22,25,17,1,19,15,12,28,22,24,11,26,21,20,12,21,9,14,14,30,3
6,7,20,9,14,9,10,5,2,20,29,22,19,26,2,1,23,3,2,15,23,19,23,27,14,16,17,9
5,15,23,6,3,24,16,18,28,23,5,7,3,24,21,4,12,4,2,24,10,20,17,12,12,15,11,18
14,23,25,28,22,1,1,17,28,23,20,26,11,14,4,30,28,26,13,30,29,20,15,11,15,24,29,15
29,11,25,18,13,29,4,5,28,7,15,2,23,4,6,19,14,7,14,27,17,17,14,16,3,12,19,25
9,15,14,29,2,16,19,18,28,2,13,12,10,30,3,21,12,11,7,26,15,26,27,8,11,3,29,12
27,10,16,2,11,10,27,14,24,17,30,8,16,19,21,13,24,2,17,18,15,24,5,22,6,24,10,13
18,6,18,30,18,7,21,19,16,12,2,1,3,19,28,25,12,29,10,27,5,15,14,10,17,11,28,4
5,25,27,18,30,14,26,18,29,1,21,10,29,3,27,13,30,17,15,26,26,10,10,7,14,14,8,4
22,9,13,7,9,17,15,21,16,15,1,19,24,10,27,11,9,1,28,3,18,2,10,1,27,3,9,25
15,20,4,16,7,23,26,20,18,15,1,12,18,6,28,15,16,26,3,17,14,29,29,13,17,5,17,21
30,13,10,7,9,20,6,26,11,15,13,1,15,7,23,25,1,17,16,12,5,26,15,1,1,22,11,16
22,22,30,3,7,6,21,6,5,25,4,28,1,2,4,1,14,2,2,8,7,5,13,30,20,6,16,4
28,9,7,17,10,20,5,20,15,10,25,9,16,17,20,6,13,18,12,4,22,15,18,29,20,4,10,17
9,30,14,1,20,17,9,26,19,18,19,11,27,15,16,4,7,23,22,20,15,7,18,2,25,13,13,13
22,8,27,6,11,19,12,16,27,24,20,30,9,25,18,26,29,2,8,7,29,15,22,28,12,21,3,2
13,12,7,7,4,26,5,11,21,14,30,8,4,1,7,13,4,23,11,20,19,23,4,23,6,7,15,7
16,30,24,20,16,10,3,16,18,14,26,13,21,8,5,16,2,30,4,28,8,9,24,20,10,13,14,21
8,14,2,28,12,28,26,22,20,11,23,25,28,21,26,20,28,29,30,12,18,19,22,7,3,17,29,7
6,5,11,4,26,13,9,4,13,28,2,23,13,13,26,22,7,10,1,18,14,5,23,12,14,2,3,20
23,25,26,25,30,19,17,16,1,20,29,15,13,23,8,30,28,8,30,6,23,1,30,24,17,12,24,2
13,30,21,24,11,19,12,18,3,7,24,24,27,11,21,18,11,16,5,21,27,23,14,7,3,28,27,22
26,3,8,18,26,15,4,2,29,5,4,25,12,20,28,21,14,6,9,13,10,12,13,2,8,4,5,20
16,15,22,14,23,20,23,1,29,6,29,12,8,20,19,7,12,11,9,7,25,24,23,28,19,14,12,15
20,7,11,22,11,14,16,15,14,21,2,22,28,28,22,8,7,27,6,20,23,6,20,28,25,29,26,23
22,24,26,10,9,9,11,23,26,7,2,24,4,5,23,22,9,17,9,28,2,15,21,23,8,22,22,14
17,14,28,12,19,24,24,20,26,23,14,20,17,30,12,30,25,12,16,19,13,29,19,8,20,28,21,7
4,3,2,17,17,27,6,13,10,20,6,11,11,4,27,17,3,20,11,2,3,21,28,26,6,4,2,19
25,20,23,21,4,17,17,23,21,28,3,21,25,30,21,5,7,6,8,10,3,2,5,30,17,20,4,13
5,6,11,14,26,17,19,21,28,15,8,24,17,4,27,6,17,21,7,4,1,24,20,30,26,22,16,23
15,24,5,14,14,5,18,15,17,20,25,8,12,30,8,22,29,14,24,29,6,30,14,26,13,30,12,12
17,11,19,4,2,26,6,5,11,24,11,12,17,12,19,28,27,30,23,1,17,29,1,12,29,17,18,16
10,9,2,14,24,6,29,6,1,21,7,17,25,4,11,6,3,12,13,25,11,17,30,14,8,11,26,19
10,7,6,15,9,21,25,2,22,28,19,11,14,13,27,6,23,7,7,13,18,26,9,17,5,23,5,24
10,19,6,13,11,10,27,25,16,22,8,5,9,10,14,5,23,2,11,29,20,25,21,2,5,13,2,15
29,19,11,16,16,1,23,4,23,6,1,4,17,3,21,1,29,3,4,8,12,4,24,3,12,7,4,16
28,5,9,28,9,12,26,27,12,23,19,9,18,11,13,18,2,8,12,18,5,20,3,3,9,24,4,25
25,8,4,10,28,8,6,19,27,4,26,5,7,24,20,6,14,26,21,1,21,7,2,5,26,16,11,9
2,7,19,15,9,1,2,5,20,10,12,10,5,25,21,28,12,7,12,11,1,27,19,14,3,3,4,19
6,29,15,12,27,28,17,21,16,11,27,6,23,15,17,4,15,11,27,27,16,4,23,19,5,1,8,5
19,6,12,7,28,14,29,21,26,30,14,8,9,1,13,1,11,6,19,16,10,15,29,23,6,8,3,2
6,26,8,26,20,12,2,11,30,20,9,10,16,27,9,16,28,19,19,16,22,22,9,29,12,22,25,4
7,20,1,20,11,27,15,1,23,18,19,27,29,3,2,21,28,10,30,14,7,14,25,18,20,18,11,14
17,9,14,28,17,29,4,10,20,19,29,20,13,9,23,10,1,22,17,20,21,19,1,3,23,12,27,24
25,14,1,24,17,1,14,14,4,21,11,1,29,22,1,10,11,11,2,29,22,16,18,28,1,22,24,29
9,12,6,5,2,11,16,7,18,6,3,12,26,9,6,10,11,17,21,29,18,22,22,12,11,29,3,10
26,3,23,26,7,15,6,23,16,6,29,19,7,25,22,6,9,20,4,13,10,8,17,15,2,26,12,17
20,25,25,3,9,6,11,16,14,8,5,11,3,14,25,6,18,2,22,23,1,17,3,21,26,20,30,19
16,8,25,12,4,20,3,21,11,27,10,1,15,7,23,2,16,23,11,26,13,12,28,30,4,19,17,4
22,5,7,20,7,22,30,6,13,23,8,14,11,5,25,22,23,22,9,25,25,2,6,4,10,4,7,5
11,26,9,15,3,30,30,7,20,21,25,23,7,17,19,23,16,27,16,9,17,6,8,13,11,23,9,20
29,4,10,3,16,25,26,18,15,24,11,12,6,18,3,2,27,16,18,8,14,14,19,13,19,28,18,6
19,27,4,11,21,10,8,16,11,23,8,12,22,1,8,22,17,4,4,29,4,6,16,25,6,2,7,16
16,28,14,18,8,21,30,19,20,30,21,26,10,17,21,5,9,6,16,13,6,27,27,15,25,19,2,13
11,9,6,20,3,23,1,14,9,20,5,2,2,19,3,17,14,8,19,17,16,12,17,30,16,25,10,19
2,29,23,19,19,17,9,11,25,2,24,18,17,7,26,19,1,15,11,17,24,10,2,18,30,16,28,29
23,6,4,8,13,12,13,11,27,17,14,15,11,22,23,13,14,2,30,9,17,28,29,2,14,24,25,22
28,6,19,3,20,10,19,19,28,17,5,5,25,15,23,15,1,26,7,2,18,20,4,29,16,20,13,25
8,3,24,20,17,21,14,22,28,12,26,1,4,4,15,28,27,26,14,2,6,15,1,19,17,24,5,9
2,21,17,30,28,24,12,26,23,15,19,5,2,2,18,20,1,6,29,14,5,7,2,21,6,11,20,24
2,6,3,24,16,6,20,8,25,26,4,11,23,20,5,12,8,10,30,5,27,12,18,12,25,22,4,25
19,27,24,17,4,19,24,18,13,25,19,27,12,10,26,5,2,18,21,15,2,20,14,27,11,16,27,21
18,22,29,24,2,25,19,28,3,17,7,5,27,18,30,13,21,4,23,18,16,14,11,7,1,20,24,30
14,28,7,19,22,3,30,22,26,25,25,17,22,28,3,16,12,17,18,15,20,2,6,8,23,9,6,5
12,22,23,12,2,20,15,5,11,18,13,24,19,9,17,26,9,6,27,18,11,26,26,15,3,10,10,13
22,29,26,13,28,25,11,5,2,14,16,2,14,28,5,24,4,24,26,12,15,10,29,18,13,18,25,16
27,9,10,23,11,3,13,12,22,30,27,25,29,13,25,26,21,25,5,13,21,2,11,9,14,28,28,13
1,9,30,11,1,25,8,24,5,23,22,11,15,23,2,5,28,2,14,3,16,4,28,19,14,12,26,25
28,2,9,13,5,1,11,14,30,16,25,5,5,1,22,28,3,24,29,28,30,7,11,13,15,26,27,28
12,12,27,20,29,14,27,4,15,10,6,14,12,19,5,12,7,9,29,16,12,30,17,21,13,28,26,22
21,27,28,10,5,14,3,19,20,6,6,22,5,18,14,24,18,15,17,12,3,29,6,6,27,12,16,12
25,7,7,2,18,6,13,18,12,27,10,29,17,16,23,2,4,8,11,25,17,24,3,29,12,15,19,23
21,22,14,24,28,21,24,13,29,5,4,30,6,26,12,22,5,18,25,17,6,4,3,20,1,22,25,2
4,8,21,4,17,20,27,20,13,17,1,26,23,11,4,30,4,12,19,22,12,12,24,24,20,3,17,18
20,24,23,6,27,23,9,22,14,30,14,16,29,22,9,19,17,30,24,26,1,4,16,20,4,4,21,23
14,27,15,14,4,10,1,20,25,25,30,1,2,12,16,5,28,3,24,20,4,6,7,21,10,22,17,16
